resource_type,key,category,group,entry_id,module_id,source_name,filename,relative_path,url,bytes,content_length,status
cinema,cinema|801|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/09/25/76099754/48666029846c4441d5a4d6afa0a09394_5615677239468552265.png,官方意象影画,凯撒,801,279,影画展示1,影画展示1.png,官方意象影画\凯撒\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/09/25/76099754/48666029846c4441d5a4d6afa0a09394_5615677239468552265.png,,,
cinema,cinema|801|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/09/25/76099754/ebea90450f9451b55615ca16e508757e_6142111276643121450.png,官方意象影画,凯撒,801,279,影画展示2,影画展示2.png,官方意象影画\凯撒\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/09/25/76099754/ebea90450f9451b55615ca16e508757e_6142111276643121450.png,,,
cinema,cinema|801|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/09/25/76099754/2ac01c1a75302b2d3183150b02f7d85f_5125940504683650339.png,官方意象影画,凯撒,801,279,影画展示3,影画展示3.png,官方意象影画\凯撒\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/09/25/76099754/2ac01c1a75302b2d3183150b02f7d85f_5125940504683650339.png,,,
cinema,cinema|759|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/09/04/76099754/0ce38cfe62de29c8427b8299803dc442_4085567937640760498.png,官方意象影画,简,759,279,影画展示1,影画展示1.png,官方意象影画\简\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/09/04/76099754/0ce38cfe62de29c8427b8299803dc442_4085567937640760498.png,,,
cinema,cinema|759|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/09/04/76099754/a3b3687744fc499e705ce4113005b727_7411323793660513732.png,官方意象影画,简,759,279,影画展示2,影画展示2.png,官方意象影画\简\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/09/04/76099754/a3b3687744fc499e705ce4113005b727_7411323793660513732.png,,,
cinema,cinema|759|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/09/04/76099754/76ca0fce0dda779a5308c51734208d74_6732653271525274824.png,官方意象影画,简,759,279,影画展示3,影画展示3.png,官方意象影画\简\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/09/04/76099754/76ca0fce0dda779a5308c51734208d74_6732653271525274824.png,,,
cinema,cinema|680|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/08/14/76099754/a5428bee754308d15c29938ee78cba4d_4291031238046166596.png,官方意象影画,青衣,680,279,影画展示1,影画展示1.png,官方意象影画\青衣\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/08/14/76099754/a5428bee754308d15c29938ee78cba4d_4291031238046166596.png,,,
cinema,cinema|680|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/08/14/76099754/c8e2f33759d2da67f0af36ac17f7d3e8_4183429027003547274.png,官方意象影画,青衣,680,279,影画展示2,影画展示2.png,官方意象影画\青衣\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/08/14/76099754/c8e2f33759d2da67f0af36ac17f7d3e8_4183429027003547274.png,,,
cinema,cinema|680|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/08/14/76099754/b97564ca9f720a03826357b782b5a66d_2494225873345280470.png,官方意象影画,青衣,680,279,影画展示3,影画展示3.png,官方意象影画\青衣\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/08/14/76099754/b97564ca9f720a03826357b782b5a66d_2494225873345280470.png,,,
cinema,cinema|634|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/06/15559334/d5bee75d2e382aeb49b786c119f4cb83_1579812518136604405.png,官方意象影画,朱鸢,634,279,影画展示1,影画展示1.png,官方意象影画\朱鸢\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/06/15559334/d5bee75d2e382aeb49b786c119f4cb83_1579812518136604405.png,,,
cinema,cinema|634|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/06/15559334/7cf8e729994037b39c5103de7ab27ff0_8712688716888505257.png,官方意象影画,朱鸢,634,279,影画展示2,影画展示2.png,官方意象影画\朱鸢\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/06/15559334/7cf8e729994037b39c5103de7ab27ff0_8712688716888505257.png,,,
cinema,cinema|634|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/06/15559334/d80b3e28053a2ab49808910373abd2bf_6618978954799731201.png,官方意象影画,朱鸢,634,279,影画展示3,影画展示3.png,官方意象影画\朱鸢\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/06/15559334/d80b3e28053a2ab49808910373abd2bf_6618978954799731201.png,,,
cinema,cinema|317|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/03/4859366/8a485bb71940c5320ad1a8ffca53d416_668954785616869547.png,官方意象影画,艾莲,317,279,影画展示1,影画展示1.png,官方意象影画\艾莲\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/03/4859366/8a485bb71940c5320ad1a8ffca53d416_668954785616869547.png,,,
cinema,cinema|317|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/03/4859366/a9a9d0aa8c7220885d841c76405e8267_5997427104781664921.png,官方意象影画,艾莲,317,279,影画展示2,影画展示2.png,官方意象影画\艾莲\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/03/4859366/a9a9d0aa8c7220885d841c76405e8267_5997427104781664921.png,,,
cinema,cinema|317|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/03/4859366/a2b8afcbef8b57736457a633a3444076_4415096551351034473.png,官方意象影画,艾莲,317,279,影画展示3,影画展示3.png,官方意象影画\艾莲\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/03/4859366/a2b8afcbef8b57736457a633a3444076_4415096551351034473.png,,,
cinema,cinema|65|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/03/110289248/8ff26d21fc8ffa55068e01d4f1d51f25_5214856668932629946.png,官方意象影画,莱卡恩,65,279,影画展示1,影画展示1.png,官方意象影画\莱卡恩\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/03/110289248/8ff26d21fc8ffa55068e01d4f1d51f25_5214856668932629946.png,,,
cinema,cinema|65|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/03/110289248/8550ae70f074e374dacf282e7ec5bd30_190568629220740627.png,官方意象影画,莱卡恩,65,279,影画展示2,影画展示2.png,官方意象影画\莱卡恩\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/03/110289248/8550ae70f074e374dacf282e7ec5bd30_190568629220740627.png,,,
cinema,cinema|65|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/03/110289248/f1e65fe919be4d76bc295bc46659fefb_1662460898966229590.png,官方意象影画,莱卡恩,65,279,影画展示3,影画展示3.png,官方意象影画\莱卡恩\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/03/110289248/f1e65fe919be4d76bc295bc46659fefb_1662460898966229590.png,,,
cinema,cinema|378|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/4a4d298c6fee642e22c93381a5d6cba7_721155990415675749.png,官方意象影画,猫又,378,279,影画展示1,影画展示1.png,官方意象影画\猫又\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/4a4d298c6fee642e22c93381a5d6cba7_721155990415675749.png,,,
cinema,cinema|378|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/cc5bee0d42931635cdd75b8ab6cf105a_4486904844017187241.png,官方意象影画,猫又,378,279,影画展示2,影画展示2.png,官方意象影画\猫又\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/cc5bee0d42931635cdd75b8ab6cf105a_4486904844017187241.png,,,
cinema,cinema|378|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/13a099a6bbe7ded8dbbce4b3c78f8e86_4318385003976319491.png,官方意象影画,猫又,378,279,影画展示3,影画展示3.png,官方意象影画\猫又\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/13a099a6bbe7ded8dbbce4b3c78f8e86_4318385003976319491.png,,,
cinema,cinema|73|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/7c46729713b8ad2065c7f03b59287888_2925656418362035154.png,官方意象影画,11号,73,279,影画展示1,影画展示1.png,官方意象影画\11号\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/7c46729713b8ad2065c7f03b59287888_2925656418362035154.png,,,
cinema,cinema|73|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/83e51e9b2c86e64f9b018a2a1adb14ba_2091888044042467067.png,官方意象影画,11号,73,279,影画展示2,影画展示2.png,官方意象影画\11号\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/83e51e9b2c86e64f9b018a2a1adb14ba_2091888044042467067.png,,,
cinema,cinema|73|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/f07183a672beb4bea9b18238da9fef4f_4816231871974757908.png,官方意象影画,11号,73,279,影画展示3,影画展示3.png,官方意象影画\11号\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/f07183a672beb4bea9b18238da9fef4f_4816231871974757908.png,,,
cinema,cinema|316|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/02/141353238/dd8a29fcf5550944108c7416b215d627_1409233598660816757.png,官方意象影画,丽娜,316,279,影画展示1,影画展示1.png,官方意象影画\丽娜\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/02/141353238/dd8a29fcf5550944108c7416b215d627_1409233598660816757.png,,,
cinema,cinema|316|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/02/141353238/ef55c20f9be8aebbc96f43950f1300ee_1341500775911553634.png,官方意象影画,丽娜,316,279,影画展示2,影画展示2.png,官方意象影画\丽娜\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/02/141353238/ef55c20f9be8aebbc96f43950f1300ee_1341500775911553634.png,,,
cinema,cinema|316|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/02/141353238/0c2231d5cb3e7ac805aead9164581ae2_5975115841692770163.png,官方意象影画,丽娜,316,279,影画展示3,影画展示3.png,官方意象影画\丽娜\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/02/141353238/0c2231d5cb3e7ac805aead9164581ae2_5975115841692770163.png,,,
cinema,cinema|318|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/700ca4ea1429a9d035039e941a9e99b1_5477668817877476162.png,官方意象影画,珂蕾妲,318,279,影画展示1,影画展示1.png,官方意象影画\珂蕾妲\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/700ca4ea1429a9d035039e941a9e99b1_5477668817877476162.png,,,
cinema,cinema|318|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/5e5e3c59a90c721064e15c3b7c3df9c7_58881264341001253.png,官方意象影画,珂蕾妲,318,279,影画展示2,影画展示2.png,官方意象影画\珂蕾妲\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/5e5e3c59a90c721064e15c3b7c3df9c7_58881264341001253.png,,,
cinema,cinema|318|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/2fbb331d2db73713acaf971bd8b80546_3554107707630856136.png,官方意象影画,珂蕾妲,318,279,影画展示3,影画展示3.png,官方意象影画\珂蕾妲\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/2fbb331d2db73713acaf971bd8b80546_3554107707630856136.png,,,
cinema,cinema|150|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/77152aecb05dc9204ed24b80d2992e10_2150718275014105996.png,官方意象影画,格莉丝,150,279,影画展示1,影画展示1.png,官方意象影画\格莉丝\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/77152aecb05dc9204ed24b80d2992e10_2150718275014105996.png,,,
cinema,cinema|150|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/e910c26f02091bbd6cadc9f9dbe2cd1b_6541882785613702267.png,官方意象影画,格莉丝,150,279,影画展示2,影画展示2.png,官方意象影画\格莉丝\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/e910c26f02091bbd6cadc9f9dbe2cd1b_6541882785613702267.png,,,
cinema,cinema|150|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/8af1af9191d1cd30ff43e1e0174963f0_3794055921226975825.png,官方意象影画,格莉丝,150,279,影画展示3,影画展示3.png,官方意象影画\格莉丝\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/8af1af9191d1cd30ff43e1e0174963f0_3794055921226975825.png,,,
cinema,cinema|1536|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2025/10/15/76099754/39a3c3f854cfbceb9da16dc4f150db23_3290502543194882110.png,官方意象影画,真斗,1536,279,影画展示1,影画展示1.png,官方意象影画\真斗\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/10/15/76099754/39a3c3f854cfbceb9da16dc4f150db23_3290502543194882110.png,,,
cinema,cinema|1536|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2025/10/15/76099754/cb67cda5c841d4ef0ae37cd048dba714_8031795832075445219.png,官方意象影画,真斗,1536,279,影画展示2,影画展示2.png,官方意象影画\真斗\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/10/15/76099754/cb67cda5c841d4ef0ae37cd048dba714_8031795832075445219.png,,,
cinema,cinema|1536|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2025/10/15/76099754/c124dd99a53a80a0a566db83fb76aaec_7753989695555737960.png,官方意象影画,真斗,1536,279,影画展示3,影画展示3.png,官方意象影画\真斗\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/10/15/76099754/c124dd99a53a80a0a566db83fb76aaec_7753989695555737960.png,,,
cinema,cinema|1300|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2025/06/06/141353238/f5c481b64a97cf2f07e5b1af11b50887_4671388757911969063.jpg,官方意象影画,潘引壶,1300,279,影画展示1,影画展示1.jpg,官方意象影画\潘引壶\影画展示1.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/06/06/141353238/f5c481b64a97cf2f07e5b1af11b50887_4671388757911969063.jpg,,,
cinema,cinema|1300|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2025/06/06/141353238/63c8fea6f3c5978582618eb1465f9a78_1116482556779686146.jpg,官方意象影画,潘引壶,1300,279,影画展示2,影画展示2.jpg,官方意象影画\潘引壶\影画展示2.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/06/06/141353238/63c8fea6f3c5978582618eb1465f9a78_1116482556779686146.jpg,,,
cinema,cinema|1300|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2025/06/06/141353238/198737d2cf1a2ae0abbd91ce9a6b355c_3399065716638049174.jpg,官方意象影画,潘引壶,1300,279,影画展示3,影画展示3.jpg,官方意象影画\潘引壶\影画展示3.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/06/06/141353238/198737d2cf1a2ae0abbd91ce9a6b355c_3399065716638049174.jpg,,,
cinema,cinema|1191|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2025/03/12/76099754/4b1bebed4f9ad3d31005fb864a614998_9197555568644174212.png,官方意象影画,波可娜,1191,279,影画展示1,影画展示1.png,官方意象影画\波可娜\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/03/12/76099754/4b1bebed4f9ad3d31005fb864a614998_9197555568644174212.png,,,
cinema,cinema|1191|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2025/03/12/76099754/8cd29dfa2fbe6b444e56263814914bdc_2310020042702550377.png,官方意象影画,波可娜,1191,279,影画展示2,影画展示2.png,官方意象影画\波可娜\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/03/12/76099754/8cd29dfa2fbe6b444e56263814914bdc_2310020042702550377.png,,,
cinema,cinema|1191|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2025/03/12/76099754/9a8bd2bf8bf5d3565e7954fe8807273e_1268317287413353361.png,官方意象影画,波可娜,1191,279,影画展示3,影画展示3.png,官方意象影画\波可娜\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/03/12/76099754/9a8bd2bf8bf5d3565e7954fe8807273e_1268317287413353361.png,,,
cinema,cinema|758|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/09/04/76099754/6ff689df10dc385cc048cae52a6efc7a_3084514286135406825.png,官方意象影画,赛斯,758,279,影画展示1,影画展示1.png,官方意象影画\赛斯\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/09/04/76099754/6ff689df10dc385cc048cae52a6efc7a_3084514286135406825.png,,,
cinema,cinema|758|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/09/04/76099754/362d56e640fb6d5f716aa2094b1b58c1_4638520842470142037.png,官方意象影画,赛斯,758,279,影画展示2,影画展示2.png,官方意象影画\赛斯\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/09/04/76099754/362d56e640fb6d5f716aa2094b1b58c1_4638520842470142037.png,,,
cinema,cinema|758|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/09/04/76099754/1d3c85ac7079a8260194bd2f3336c8cd_2125944580863083692.png,官方意象影画,赛斯,758,279,影画展示3,影画展示3.png,官方意象影画\赛斯\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/09/04/76099754/1d3c85ac7079a8260194bd2f3336c8cd_2125944580863083692.png,,,
cinema,cinema|493|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/34600917/e40e7e63aa5610cb0818dd6c787b8a46_2615974158381181619.png,官方意象影画,露西,493,279,影画展示1,影画展示1.png,官方意象影画\露西\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/34600917/e40e7e63aa5610cb0818dd6c787b8a46_2615974158381181619.png,,,
cinema,cinema|493|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/34600917/ad3943d85f34a8d1a0c6e4aaceb2002e_6147383411612824466.png,官方意象影画,露西,493,279,影画展示2,影画展示2.png,官方意象影画\露西\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/34600917/ad3943d85f34a8d1a0c6e4aaceb2002e_6147383411612824466.png,,,
cinema,cinema|493|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/34600917/8bc8a91d73acc33c2d3d3ec64f85430f_2342069972803550305.png,官方意象影画,露西,493,279,影画展示3,影画展示3.png,官方意象影画\露西\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/34600917/8bc8a91d73acc33c2d3d3ec64f85430f_2342069972803550305.png,,,
cinema,cinema|485|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/82500917/5bc85b4e6dbc249237845d4888346b2e_588284236981443677.png,官方意象影画,派派,485,279,影画展示1,影画展示1.png,官方意象影画\派派\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/82500917/5bc85b4e6dbc249237845d4888346b2e_588284236981443677.png,,,
cinema,cinema|485|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/82500917/028b005db3713df02fec8d34a7512e47_7140093372324057081.png,官方意象影画,派派,485,279,影画展示2,影画展示2.png,官方意象影画\派派\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/82500917/028b005db3713df02fec8d34a7512e47_7140093372324057081.png,,,
cinema,cinema|485|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/82500917/881dfce1cd686f5f5f3d3c7704efa763_915923293465944749.png,官方意象影画,派派,485,279,影画展示3,影画展示3.png,官方意象影画\派派\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/82500917/881dfce1cd686f5f5f3d3c7704efa763_915923293465944749.png,,,
cinema,cinema|80|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/a98ba6f471f0addd397263b2211c0d65_6161243810575763679.png,官方意象影画,妮可,80,279,影画展示1,影画展示1.png,官方意象影画\妮可\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/a98ba6f471f0addd397263b2211c0d65_6161243810575763679.png,,,
cinema,cinema|80|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/9139070dc505bc48f475146b71ee24b7_4670777927751048268.png,官方意象影画,妮可,80,279,影画展示2,影画展示2.png,官方意象影画\妮可\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/9139070dc505bc48f475146b71ee24b7_4670777927751048268.png,,,
cinema,cinema|80|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/215fb5090ba85e039ddd87fac2aae22d_8425932520024716177.png,官方意象影画,妮可,80,279,影画展示3,影画展示3.png,官方意象影画\妮可\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/215fb5090ba85e039ddd87fac2aae22d_8425932520024716177.png,,,
cinema,cinema|371|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/31d93ccff04726b861f3a303d0c31383_8066971405609545701.png,官方意象影画,比利,371,279,影画展示1,影画展示1.png,官方意象影画\比利\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/31d93ccff04726b861f3a303d0c31383_8066971405609545701.png,,,
cinema,cinema|371|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/ad74f07a9caae6de977213b720ac0f4d_2295513547488127119.png,官方意象影画,比利,371,279,影画展示2,影画展示2.png,官方意象影画\比利\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/ad74f07a9caae6de977213b720ac0f4d_2295513547488127119.png,,,
cinema,cinema|371|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/fba60dd20904524c0927f5992928c1e7_8086207329439057590.png,官方意象影画,比利,371,279,影画展示3,影画展示3.png,官方意象影画\比利\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/15559334/fba60dd20904524c0927f5992928c1e7_8086207329439057590.png,,,
cinema,cinema|158|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/3f0cc527b1a1cfa1fc7d83aa6c8b43b1_5910576244894142421.png,官方意象影画,本,158,279,影画展示1,影画展示1.png,官方意象影画\本\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/3f0cc527b1a1cfa1fc7d83aa6c8b43b1_5910576244894142421.png,,,
cinema,cinema|158|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/52e72b6019d24a0c5653dfe758bc982b_1435956765454827889.png,官方意象影画,本,158,279,影画展示2,影画展示2.png,官方意象影画\本\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/52e72b6019d24a0c5653dfe758bc982b_1435956765454827889.png,,,
cinema,cinema|158|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/c9c7f4bddbf3d754d26a2586cd32d4d0_1553701476719306696.png,官方意象影画,本,158,279,影画展示3,影画展示3.png,官方意象影画\本\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/222203892/c9c7f4bddbf3d754d26a2586cd32d4d0_1553701476719306696.png,,,
cinema,cinema|227|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/82500917/fbe80b5242a096ca4ffed4d34ba0a78e_1368569952681227370.png,官方意象影画,苍角,227,279,影画展示1,影画展示1.png,官方意象影画\苍角\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/82500917/fbe80b5242a096ca4ffed4d34ba0a78e_1368569952681227370.png,,,
cinema,cinema|227|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/82500917/f2a8daf12b9009065c2443b746f0922c_3182149822889433135.png,官方意象影画,苍角,227,279,影画展示2,影画展示2.png,官方意象影画\苍角\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/82500917/f2a8daf12b9009065c2443b746f0922c_3182149822889433135.png,,,
cinema,cinema|227|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/82500917/a10cfa8665c32ecb0d1cba9a1f00f2a7_2788275355775106233.png,官方意象影画,苍角,227,279,影画展示3,影画展示3.png,官方意象影画\苍角\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/82500917/a10cfa8665c32ecb0d1cba9a1f00f2a7_2788275355775106233.png,,,
cinema,cinema|379|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/294465423/32a11dc9bb37f4aa64cd0ee843c861d2_272395133755733310.png,官方意象影画,安比,379,279,影画展示1,影画展示1.png,官方意象影画\安比\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/294465423/32a11dc9bb37f4aa64cd0ee843c861d2_272395133755733310.png,,,
cinema,cinema|379|279|影画展示2|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/294465423/f48a15ce67685f02439eac3e7c14b3c7_6311027681306261670.png,官方意象影画,安比,379,279,影画展示2,影画展示2.png,官方意象影画\安比\影画展示2.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/294465423/f48a15ce67685f02439eac3e7c14b3c7_6311027681306261670.png,,,
cinema,cinema|379|279|影画展示3|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/294465423/af8f2b802a4e7b6b1b9ecb1201f7f11c_6049355643711622422.png,官方意象影画,安比,379,279,影画展示3,影画展示3.png,官方意象影画\安比\影画展示3.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/294465423/af8f2b802a4e7b6b1b9ecb1201f7f11c_6049355643711622422.png,,,
cinema,cinema|179|279|影画展示1|https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/294465423/a9ab8d127caa0487875508f92d95b588_60490072512155061.png,官方意象影画,可琳,179,279,影画展示1,影画展示1.png,官方意象影画\可琳\影画展示1.png,https://act-upload.mihoyo.com/nap-obc-indep/2024/07/01/294465423/a9ab8d127caa0487875508f92d95b588_60490072512155061.png,,,
